sample,mpu1AccX,mpu1AccY,mpu1AccZ,mpu1GyrX,mpu1GyrY,mpu1GyrZ,mpu1Temp,mpu2AccX,mpu2AccY,mpu2AccZ,mpu2GyrX,mpu2GyrY,mpu2GyrZ,mpu2Temp,ds18b20One,ds18b20Two
1178,0.077,-0.28,10.057,2.534,-0.672,2.939,15.82,0.077,-0.28,10.057,2.534,-0.672,2.939,15.82,15.82,15.82
1179,2.033,0.661,9.848,2.45,4.924,-1.504,16.01,2.033,0.661,9.848,2.45,4.924,-1.504,16.01,16.01,16.01
1180,-3.181,1.693,10.059,2.366,-1.901,0.947,16.2,-3.181,1.693,10.059,2.366,-1.901,0.947,16.2,16.2,16.2
1181,1.509,0.742,9.616,2.672,1.076,-1.649,16.15,1.509,0.742,9.616,2.672,1.076,-1.649,16.15,16.15,16.15
1182,1.123,-0.05,10.296,4.954,2.374,1.13,16.06,1.123,-0.05,10.296,4.954,2.374,1.13,16.06,16.06,16.06
1183,-2.728,1.468,9.741,3.664,0.87,0.527,16.06,-2.728,1.468,9.741,3.664,0.87,0.527,16.06,16.06,16.06
1184,-3.128,1.887,9.863,2.374,-1.466,1.557,16.01,-3.128,1.887,9.863,2.374,-1.466,1.557,16.01,16.01,16.01
1185,1.198,-0.249,10.143,4.275,1.779,2.557,16.15,1.198,-0.249,10.143,4.275,1.779,2.557,16.15,16.15,16.15
1186,2.088,-0.405,9.779,2.901,3.733,3.214,16.34,2.088,-0.405,9.779,2.901,3.733,3.214,16.34,16.34,16.34
1187,-2.757,0.853,10.023,2.275,1.183,1.26,15.82,-2.757,0.853,10.023,2.275,1.183,1.26,15.82,15.82,15.82
1188,-4.043,0.057,10.351,-0.389,-0.679,2.588,16.15,-4.043,0.057,10.351,-0.389,-0.679,2.588,16.15,16.15,16.15
1189,-4.237,0.45,10.287,-2.573,-2.511,1.244,15.92,-4.237,0.45,10.287,-2.573,-2.511,1.244,15.92,15.92,15.92
1190,1.341,-0.661,10.03,-0.359,4.473,3.031,16.15,1.341,-0.661,10.03,-0.359,4.473,3.031,16.15,16.15,16.15
1191,-4.812,0.678,10.121,-3.847,-2.13,0.656,16.01,-4.812,0.678,10.121,-3.847,-2.13,0.656,16.01,16.01,16.01
1192,0.886,-0.553,9.906,-0.962,3.534,2.695,16.34,0.886,-0.553,9.906,-0.962,3.534,2.695,16.34,16.34,16.34
1193,-4.086,0.903,9.776,-3.679,0.382,-0.702,16.25,-4.086,0.903,9.776,-3.679,0.382,-0.702,16.25,16.25,16.25
1194,0.999,-0.23,9.796,-1.496,1.695,1.0,16.25,0.999,-0.23,9.796,-1.496,1.695,1.0,16.25,16.25,16.25
1195,-2.266,1.499,9.468,-3.427,2.458,-2.435,16.06,-2.266,1.499,9.468,-3.427,2.458,-2.435,16.06,16.06,16.06
1196,-0.556,0.263,10.071,-1.389,-0.069,-0.405,15.92,-0.556,0.263,10.071,-1.389,-0.069,-0.405,15.92,15.92,15.92
1197,-2.031,1.423,9.662,-2.344,3.786,-2.038,16.2,-2.031,1.423,9.662,-2.344,3.786,-2.038,16.2,16.2,16.2
1198,-1.145,0.055,10.255,-1.534,-1.527,-2.229,16.15,-1.145,0.055,10.255,-1.534,-1.527,-2.229,16.15,16.15,16.15
1199,-1.492,1.574,9.35,-1.473,5.069,-2.489,16.25,-1.492,1.574,9.35,-1.473,5.069,-2.489,16.25,16.25,16.25
1200,-0.86,1.95,9.618,-1.603,4.634,-2.504,16.39,-0.86,1.95,9.618,-1.603,4.634,-2.504,16.39,16.39,16.39
1201,-1.368,2.687,9.293,-0.344,4.015,-3.45,16.2,-1.368,2.687,9.293,-0.344,4.015,-3.45,16.2,16.2,16.2
1202,-2.484,1.643,10.018,-0.481,-2.107,-3.412,16.15,-2.484,1.643,10.018,-0.481,-2.107,-3.412,16.15,16.15,16.15
1203,1.988,0.496,10.04,4.038,1.496,-0.634,16.06,1.988,0.496,10.04,4.038,1.496,-0.634,16.06,16.06,16.06
